Date,High,Low,Open,Close,Volume,Adj Close
2012-02-16,34.5099983215332,32.540000915527344,33.5,34.18000030517578,2219700,34.18000030517578
2012-02-17,34.970001220703125,33.5,33.9900016784668,34.970001220703125,1376700,34.970001220703125
2012-02-21,34.869998931884766,33.810001373291016,34.869998931884766,34.5,1135800,34.5
2012-02-22,34.720001220703125,32.5,34.5,34.220001220703125,1654600,34.220001220703125
2012-02-23,34.970001220703125,33.560001373291016,33.9900016784668,34.529998779296875,820400,34.529998779296875
2012-02-24,34.52000045776367,33.27000045776367,34.22999954223633,33.75,959900,33.75
2012-02-27,34.0,33.0,33.40999984741211,33.619998931884766,606000,33.619998931884766
2012-02-28,34.439998626708984,33.16999816894531,33.63999938964844,33.810001373291016,612200,33.810001373291016
2012-02-29,34.119998931884766,33.13999938964844,33.810001373291016,33.40999984741211,535700,33.40999984741211
2012-03-01,34.5,33.310001373291016,33.5099983215332,34.40999984741211,703500,34.40999984741211
2012-03-02,34.5,33.709999084472656,34.400001525878906,34.040000915527344,550000,34.040000915527344
2012-03-05,34.400001525878906,33.459999084472656,34.349998474121094,33.77000045776367,467000,33.77000045776367
2012-03-06,33.279998779296875,32.619998931884766,33.25,33.11000061035156,573800,33.11000061035156
2012-03-07,33.310001373291016,32.90999984741211,33.119998931884766,33.119998931884766,364900,33.119998931884766
2012-03-08,33.4900016784668,33.040000915527344,33.11000061035156,33.06999969482422,633300,33.06999969482422
2012-03-09,35.310001373291016,33.20000076293945,33.20000076293945,34.7400016784668,1553400,34.7400016784668
2012-03-12,36.290000915527344,34.599998474121094,34.689998626708984,36.0099983215332,1963300,36.0099983215332
2012-03-13,36.59000015258789,35.5,36.5099983215332,36.09000015258789,1001600,36.09000015258789
2012-03-14,36.0,34.79999923706055,36.0,35.290000915527344,851500,35.290000915527344
2012-03-15,35.47999954223633,34.779998779296875,35.279998779296875,35.0,571600,35.0
2012-03-16,35.88999938964844,34.83000183105469,34.900001525878906,35.31999969482422,729300,35.31999969482422
2012-03-19,35.31999969482422,34.540000915527344,35.2599983215332,34.97999954223633,1015600,34.97999954223633
2012-03-20,35.20000076293945,34.56999969482422,34.97999954223633,34.959999084472656,567000,34.959999084472656
2012-03-21,35.29999923706055,34.599998474121094,34.939998626708984,35.150001525878906,607200,35.150001525878906
2012-03-22,35.150001525878906,34.29999923706055,34.970001220703125,34.400001525878906,522400,34.400001525878906
2012-03-23,34.630001068115234,33.150001525878906,34.2599983215332,34.08000183105469,1170600,34.08000183105469
2012-03-26,38.09000015258789,35.040000915527344,35.59000015258789,37.400001525878906,3140500,37.400001525878906
2012-03-27,39.95000076293945,37.029998779296875,37.15999984741211,37.939998626708984,2539200,37.939998626708984
2012-03-28,38.439998626708984,37.11000061035156,37.779998779296875,37.849998474121094,955000,37.849998474121094
2012-03-29,38.189998626708984,37.029998779296875,38.189998626708984,37.33000183105469,796400,37.33000183105469
2012-03-30,37.939998626708984,36.68000030517578,37.52000045776367,37.2400016784668,886400,37.2400016784668
2012-04-02,37.970001220703125,36.529998779296875,37.33000183105469,36.58000183105469,1028600,36.58000183105469
2012-04-03,38.470001220703125,36.66999816894531,36.70000076293945,38.0099983215332,1098100,38.0099983215332
2012-04-04,35.4900016784668,34.689998626708984,35.27000045776367,35.0,4481800,35.0
2012-04-05,35.439998626708984,34.40999984741211,35.099998474121094,34.47999954223633,1509400,34.47999954223633
2012-04-09,34.290000915527344,33.099998474121094,34.099998474121094,33.150001525878906,1655700,33.150001525878906
2012-04-10,33.849998474121094,32.099998474121094,33.150001525878906,32.459999084472656,1847700,32.459999084472656
2012-04-11,33.290000915527344,32.0099983215332,33.2400016784668,33.09000015258789,1105500,33.09000015258789
2012-04-12,34.47999954223633,32.91999816894531,33.77000045776367,33.439998626708984,1033900,33.439998626708984
2012-04-13,34.040000915527344,32.849998474121094,33.939998626708984,33.59000015258789,649600,33.59000015258789
2012-04-16,33.70000076293945,32.09000015258789,33.40999984741211,32.25,1099600,32.25
2012-04-17,33.06999969482422,32.040000915527344,32.43000030517578,32.2400016784668,1115500,32.2400016784668
2012-04-18,32.75,31.530000686645508,32.09000015258789,32.65999984741211,823100,32.65999984741211
2012-04-19,33.43000030517578,32.5,32.75,33.15999984741211,774900,33.15999984741211
2012-04-20,33.72999954223633,32.939998626708984,33.13999938964844,33.15999984741211,821800,33.15999984741211
2012-04-23,32.970001220703125,31.709999084472656,32.86000061035156,31.940000534057617,890800,31.940000534057617
2012-04-24,32.20000076293945,31.0,31.81999969482422,31.81999969482422,674500,31.81999969482422
2012-04-25,32.9900016784668,32.06999969482422,32.06999969482422,32.90999984741211,712200,32.90999984741211
2012-04-26,33.52000045776367,32.90999984741211,32.959999084472656,33.4900016784668,425300,33.4900016784668
2012-04-27,33.630001068115234,32.90999984741211,33.599998474121094,33.34000015258789,591000,33.34000015258789
2012-04-30,33.36000061035156,32.58000183105469,33.27000045776367,33.130001068115234,413900,33.130001068115234
2012-05-01,34.209999084472656,33.130001068115234,33.130001068115234,33.779998779296875,659000,33.779998779296875
2012-05-02,34.38999938964844,33.38999938964844,33.5,33.939998626708984,497300,33.939998626708984
2012-05-03,34.0,32.130001068115234,33.90999984741211,32.459999084472656,841300,32.459999084472656
2012-05-04,32.459999084472656,31.399999618530273,32.31999969482422,31.829999923706055,1247500,31.829999923706055
2012-05-07,32.58000183105469,31.610000610351562,31.959999084472656,32.470001220703125,1158000,32.470001220703125
2012-05-08,32.72999954223633,29.3700008392334,32.5,30.190000534057617,3097200,30.190000534057617
2012-05-09,30.770000457763672,29.760000228881836,30.299999237060547,30.059999465942383,1947900,30.059999465942383
2012-05-10,34.68000030517578,32.400001525878906,32.970001220703125,32.959999084472656,5556300,32.959999084472656
2012-05-11,33.439998626708984,32.15999984741211,32.4900016784668,32.25,1221300,32.25
2012-05-14,32.130001068115234,30.049999237060547,31.920000076293945,30.059999465942383,1380900,30.059999465942383
2012-05-15,30.959999084472656,29.219999313354492,30.260000228881836,29.43000030517578,1585700,29.43000030517578
2012-05-16,30.18000030517578,28.8799991607666,29.579999923706055,29.18000030517578,1257100,29.18000030517578
2012-05-17,29.790000915527344,28.239999771118164,29.299999237060547,28.56999969482422,1149000,28.56999969482422
2012-05-18,28.459999084472656,26.829999923706055,28.3700008392334,27.559999465942383,1616500,27.559999465942383
2012-05-21,29.260000228881836,27.1200008392334,27.579999923706055,28.770000457763672,1475200,28.770000457763672
2012-05-22,31.34000015258789,30.0,30.100000381469727,30.799999237060547,2366200,30.799999237060547
2012-05-23,31.049999237060547,29.5,30.559999465942383,31.020000457763672,1220400,31.020000457763672
2012-05-24,31.25,29.690000534057617,31.25,30.280000686645508,1075600,30.280000686645508
2012-05-25,30.40999984741211,29.200000762939453,30.15999984741211,29.809999465942383,757000,29.809999465942383
2012-05-29,31.93000030517578,30.010000228881836,30.010000228881836,31.690000534057617,1650000,31.690000534057617
2012-05-30,31.420000076293945,30.239999771118164,31.079999923706055,30.40999984741211,1307200,30.40999984741211
2012-05-31,30.290000915527344,28.75,30.06999969482422,29.5,1118700,29.5
2012-06-01,29.15999984741211,27.760000228881836,28.530000686645508,28.149999618530273,885800,28.149999618530273
2012-06-04,28.40999984741211,27.110000610351562,28.030000686645508,27.8799991607666,1030900,27.8799991607666
2012-06-05,28.389999389648438,27.559999465942383,27.84000015258789,27.90999984741211,630900,27.90999984741211
2012-06-06,29.450000762939453,28.139999389648438,28.200000762939453,29.219999313354492,909900,29.219999313354492
2012-06-07,29.8700008392334,28.850000381469727,29.809999465942383,28.93000030517578,492100,28.93000030517578
2012-06-08,30.190000534057617,28.149999618530273,28.860000610351562,30.079999923706055,881100,30.079999923706055
2012-06-11,31.0,28.959999084472656,30.309999465942383,29.1200008392334,636000,29.1200008392334
2012-06-12,29.84000015258789,28.809999465942383,29.229999542236328,29.65999984741211,569000,29.65999984741211
2012-06-13,30.639999389648438,29.469999313354492,29.549999237060547,29.770000457763672,844100,29.770000457763672
2012-06-14,30.649999618530273,28.6200008392334,30.18000030517578,29.389999389648438,872200,29.389999389648438
2012-06-15,29.950000762939453,28.809999465942383,29.389999389648438,29.90999984741211,646800,29.90999984741211
2012-06-18,32.33000183105469,29.5,29.940000534057617,31.84000015258789,1256800,31.84000015258789
2012-06-19,32.65999984741211,31.5,32.02000045776367,32.09000015258789,911100,32.09000015258789
2012-06-20,34.5,33.209999084472656,33.5,33.779998779296875,3422400,33.779998779296875
2012-06-21,34.279998779296875,31.84000015258789,34.2599983215332,32.189998626708984,1891900,32.189998626708984
2012-06-22,33.97999954223633,32.459999084472656,32.599998474121094,33.790000915527344,3046600,33.790000915527344
2012-06-25,34.119998931884766,32.75,33.939998626708984,33.11000061035156,1498500,33.11000061035156
2012-06-26,32.349998474121094,31.389999389648438,32.04999923706055,31.610000610351562,2613900,31.610000610351562
2012-06-27,32.45000076293945,31.56999969482422,31.899999618530273,31.959999084472656,1047200,31.959999084472656
2012-06-28,32.11000061035156,30.6200008392334,31.899999618530273,31.40999984741211,914100,31.40999984741211
2012-06-29,32.79999923706055,31.0,32.79999923706055,31.290000915527344,1125800,31.290000915527344
2012-07-02,31.799999237060547,30.190000534057617,31.350000381469727,30.399999618530273,1315600,30.399999618530273
2012-07-03,31.0,30.399999618530273,30.600000381469727,30.65999984741211,947000,30.65999984741211
2012-07-05,31.670000076293945,30.799999237060547,30.809999465942383,31.229999542236328,1253800,31.229999542236328
2012-07-06,31.729999542236328,30.799999237060547,30.989999771118164,30.989999771118164,784500,30.989999771118164
2012-07-09,31.829999923706055,30.670000076293945,30.940000534057617,31.489999771118164,910500,31.489999771118164
2012-07-10,32.47999954223633,30.889999389648438,31.540000915527344,31.270000457763672,758400,31.270000457763672
2012-07-11,31.68000030517578,31.010000228881836,31.56999969482422,31.510000228881836,638600,31.510000228881836
2012-07-12,33.0099983215332,30.799999237060547,31.290000915527344,32.70000076293945,1125700,32.70000076293945
2012-07-13,34.400001525878906,32.83000183105469,32.970001220703125,34.25,1304800,34.25
2012-07-16,36.0,33.900001525878906,34.31999969482422,35.959999084472656,1744000,35.959999084472656
2012-07-17,35.209999084472656,32.380001068115234,35.0,33.349998474121094,2569300,33.349998474121094
2012-07-18,33.66999816894531,31.059999465942383,31.420000076293945,32.150001525878906,2881900,32.150001525878906
2012-07-19,33.150001525878906,32.040000915527344,32.720001220703125,32.27000045776367,1435900,32.27000045776367
2012-07-20,32.25,31.25,32.06999969482422,31.790000915527344,1568500,31.790000915527344
2012-07-23,31.299999237060547,30.6200008392334,31.049999237060547,30.65999984741211,1386800,30.65999984741211
2012-07-24,31.040000915527344,29.6200008392334,30.65999984741211,29.84000015258789,1500300,29.84000015258789
2012-07-25,29.979999542236328,28.75,29.920000076293945,28.950000762939453,2842200,28.950000762939453
2012-07-26,30.0,27.639999389648438,29.899999618530273,28.1299991607666,2262300,28.1299991607666
2012-07-27,29.65999984741211,28.100000381469727,28.709999084472656,29.510000228881836,1673000,29.510000228881836
2012-07-30,30.25,27.209999084472656,29.510000228881836,27.350000381469727,2065200,27.350000381469727
2012-07-31,27.969999313354492,27.350000381469727,27.540000915527344,27.420000076293945,1575100,27.420000076293945
2012-08-01,27.989999771118164,26.030000686645508,27.989999771118164,26.25,1592300,26.25
2012-08-02,26.850000381469727,25.520000457763672,26.84000015258789,26.100000381469727,1305100,26.100000381469727
2012-08-03,27.549999237060547,26.739999771118164,26.899999618530273,27.270000457763672,1209500,27.270000457763672
2012-08-06,28.700000762939453,27.549999237060547,27.549999237060547,28.270000457763672,1528200,28.270000457763672
2012-08-07,30.899999618530273,28.5,28.770000457763672,30.25,2387200,30.25
2012-08-08,30.0,28.59000015258789,29.899999618530273,29.09000015258789,1308900,29.09000015258789
2012-08-09,30.0,29.1299991607666,29.520000457763672,29.40999984741211,672600,29.40999984741211
2012-08-10,29.940000534057617,29.309999465942383,29.309999465942383,29.940000534057617,707400,29.940000534057617
2012-08-13,31.299999237060547,29.100000381469727,29.690000534057617,31.170000076293945,870100,31.170000076293945
2012-08-14,31.170000076293945,29.260000228881836,30.75,29.420000076293945,793400,29.420000076293945
2012-08-15,29.700000762939453,28.809999465942383,29.389999389648438,29.399999618530273,525400,29.399999618530273
2012-08-16,30.389999389648438,29.5,29.530000686645508,30.299999237060547,669000,30.299999237060547
2012-08-17,30.709999084472656,29.979999542236328,30.290000915527344,30.010000228881836,508200,30.010000228881836
2012-08-20,30.389999389648438,29.100000381469727,30.149999618530273,29.510000228881836,1179100,29.510000228881836
2012-08-21,30.0,29.0,29.579999923706055,29.110000610351562,761600,29.110000610351562
2012-08-22,30.040000915527344,29.010000228881836,29.010000228881836,29.950000762939453,775500,29.950000762939453
2012-08-23,30.850000381469727,29.649999618530273,30.0,30.729999542236328,1471000,30.729999542236328
2012-08-24,30.239999771118164,29.40999984741211,30.059999465942383,29.5,1429400,29.5
2012-08-27,29.700000762939453,28.170000076293945,29.56999969482422,28.31999969482422,1350400,28.31999969482422
2012-08-28,29.3799991607666,28.0,28.399999618530273,28.690000534057617,1402700,28.690000534057617
2012-08-29,28.639999389648438,28.020000457763672,28.489999771118164,28.40999984741211,838900,28.40999984741211
2012-08-30,28.739999771118164,28.100000381469727,28.600000381469727,28.40999984741211,656400,28.40999984741211
2012-08-31,28.84000015258789,28.200000762939453,28.610000610351562,28.520000457763672,539800,28.520000457763672
2012-09-04,28.989999771118164,27.899999618530273,28.520000457763672,28.139999389648438,752500,28.139999389648438
2012-09-05,28.5,27.809999465942383,28.010000228881836,27.940000534057617,639300,27.940000534057617
2012-09-06,28.899999618530273,27.899999618530273,28.0,28.549999237060547,841700,28.549999237060547
2012-09-07,29.56999969482422,28.5,28.549999237060547,29.350000381469727,953200,29.350000381469727
2012-09-10,29.350000381469727,27.299999237060547,29.200000762939453,27.3700008392334,1483300,27.3700008392334
2012-09-11,28.15999984741211,27.399999618530273,27.760000228881836,27.799999237060547,1014900,27.799999237060547
2012-09-12,28.579999923706055,27.799999237060547,27.899999618530273,28.280000686645508,1145200,28.280000686645508
2012-09-13,29.5,28.479999542236328,28.56999969482422,29.479999542236328,1484700,29.479999542236328
2012-09-14,30.649999618530273,29.649999618530273,30.0,30.389999389648438,1536600,30.389999389648438
2012-09-17,32.779998779296875,31.510000228881836,32.349998474121094,32.540000915527344,3212800,32.540000915527344
2012-09-18,31.899999618530273,30.68000030517578,31.8799991607666,31.34000015258789,1788500,31.34000015258789
2012-09-19,31.739999771118164,30.940000534057617,31.0,31.049999237060547,1048500,31.049999237060547
2012-09-20,31.5,30.68000030517578,30.93000030517578,30.899999618530273,912400,30.899999618530273
2012-09-21,31.489999771118164,29.540000915527344,31.100000381469727,30.020000457763672,1870000,30.020000457763672
2012-09-24,31.030000686645508,29.399999618530273,29.510000228881836,30.65999984741211,1301900,30.65999984741211
2012-09-25,29.479999542236328,27.530000686645508,28.6200008392334,27.65999984741211,5680400,27.65999984741211
2012-09-26,28.399999618530273,27.479999542236328,27.65999984741211,27.540000915527344,1527200,27.540000915527344
2012-09-27,28.540000915527344,27.600000381469727,27.81999969482422,28.489999771118164,1758600,28.489999771118164
2012-09-28,29.889999389648438,28.610000610351562,28.729999542236328,29.280000686645508,4343400,29.280000686645508
2012-10-01,29.889999389648438,29.0,29.5,29.15999984741211,884400,29.15999984741211
2012-10-02,29.889999389648438,29.0,29.280000686645508,29.799999237060547,729000,29.799999237060547
2012-10-03,29.950000762939453,29.239999771118164,29.75,29.299999237060547,1052800,29.299999237060547
2012-10-04,30.100000381469727,28.649999618530273,30.0,29.399999618530273,1541300,29.399999618530273
2012-10-05,29.809999465942383,28.68000030517578,29.700000762939453,28.889999389648438,938600,28.889999389648438
2012-10-08,29.399999618530273,28.610000610351562,28.860000610351562,29.25,889700,29.25
2012-10-09,29.1200008392334,28.25,29.1200008392334,28.3700008392334,1193000,28.3700008392334
2012-10-10,28.719999313354492,28.010000228881836,28.389999389648438,28.399999618530273,503600,28.399999618530273
2012-10-11,28.979999542236328,28.25,28.940000534057617,28.31999969482422,450600,28.31999969482422
2012-10-12,28.729999542236328,27.5,28.31999969482422,27.639999389648438,987600,27.639999389648438
2012-10-15,28.049999237060547,26.860000610351562,28.020000457763672,27.329999923706055,1468700,27.329999923706055
2012-10-16,28.09000015258789,27.34000015258789,27.670000076293945,28.059999465942383,479300,28.059999465942383
2012-10-17,28.84000015258789,27.799999237060547,28.25,28.81999969482422,668000,28.81999969482422
2012-10-18,28.989999771118164,27.780000686645508,28.989999771118164,28.040000915527344,741000,28.040000915527344
2012-10-19,28.200000762939453,27.299999237060547,27.829999923706055,27.739999771118164,1027400,27.739999771118164
2012-10-22,28.0,27.360000610351562,27.989999771118164,27.850000381469727,470200,27.850000381469727
2012-10-23,28.559999465942383,27.3700008392334,27.3799991607666,28.389999389648438,749000,28.389999389648438
2012-10-24,28.520000457763672,27.25,28.520000457763672,27.420000076293945,1016400,27.420000076293945
2012-10-25,27.799999237060547,27.450000762939453,27.799999237060547,27.520000457763672,577700,27.520000457763672
2012-10-26,27.799999237060547,27.020000457763672,27.530000686645508,27.3799991607666,477400,27.3799991607666
2012-10-31,28.350000381469727,27.3700008392334,27.700000762939453,28.1299991607666,775200,28.1299991607666
2012-11-01,29.489999771118164,28.200000762939453,28.25,29.25,1024100,29.25
2012-11-02,29.549999237060547,28.549999237060547,29.270000457763672,28.920000076293945,1030300,28.920000076293945
2012-11-05,31.579999923706055,29.329999923706055,29.799999237060547,31.5,2048900,31.5
2012-11-06,31.200000762939453,29.950000762939453,30.610000610351562,31.149999618530273,2324000,31.149999618530273
2012-11-07,32.04999923706055,30.809999465942383,31.0,31.540000915527344,1714500,31.540000915527344
2012-11-08,31.8799991607666,30.940000534057617,31.010000228881836,31.309999465942383,1274000,31.309999465942383
2012-11-09,30.93000030517578,29.850000381469727,30.600000381469727,30.31999969482422,863000,30.31999969482422
2012-11-12,31.420000076293945,30.15999984741211,30.290000915527344,31.06999969482422,555900,31.06999969482422
2012-11-13,32.0,30.719999313354492,31.290000915527344,31.610000610351562,998300,31.610000610351562
2012-11-14,32.119998931884766,31.200000762939453,31.959999084472656,31.3799991607666,871300,31.3799991607666
2012-11-15,31.440000534057617,30.5,31.299999237060547,30.81999969482422,984000,30.81999969482422
2012-11-16,32.0,30.59000015258789,31.149999618530273,31.84000015258789,908700,31.84000015258789
2012-11-19,33.25,31.84000015258789,32.06999969482422,32.91999816894531,1392400,32.91999816894531
2012-11-20,33.099998474121094,31.90999984741211,32.79999923706055,33.0,922500,33.0
2012-11-21,33.470001220703125,32.290000915527344,32.61000061035156,32.470001220703125,963200,32.470001220703125
2012-11-23,32.83000183105469,31.700000762939453,32.599998474121094,32.130001068115234,430300,32.130001068115234
2012-11-26,32.29999923706055,31.6200008392334,32.099998474121094,32.27000045776367,495800,32.27000045776367
2012-11-27,32.65999984741211,31.520000457763672,32.130001068115234,32.150001525878906,910800,32.150001525878906
2012-11-28,34.290000915527344,31.90999984741211,32.0,33.22999954223633,1525200,33.22999954223633
2012-11-29,34.0,32.869998931884766,33.439998626708984,33.689998626708984,1103400,33.689998626708984
2012-11-30,34.279998779296875,33.0099983215332,33.630001068115234,33.81999969482422,1420300,33.81999969482422
2012-12-03,35.0,33.5,33.88999938964844,34.619998931884766,2085700,34.619998931884766
2012-12-04,34.79999923706055,33.54999923706055,34.08000183105469,33.900001525878906,1263300,33.900001525878906
2012-12-05,34.189998626708984,33.58000183105469,33.81999969482422,33.709999084472656,661500,33.709999084472656
2012-12-06,34.79999923706055,33.5,33.81999969482422,33.900001525878906,660400,33.900001525878906
2012-12-07,34.4900016784668,33.849998474121094,34.29999923706055,34.16999816894531,664400,34.16999816894531
2012-12-10,34.79999923706055,34.18000030517578,34.43000030517578,34.56999969482422,929800,34.56999969482422
2012-12-11,35.5,34.459999084472656,34.599998474121094,35.279998779296875,1572600,35.279998779296875
2012-12-12,35.79999923706055,34.95000076293945,35.209999084472656,35.2599983215332,2063800,35.2599983215332
2012-12-13,35.29999923706055,32.75,35.2599983215332,33.61000061035156,2151300,33.61000061035156
2012-12-14,34.400001525878906,33.59000015258789,33.779998779296875,33.810001373291016,1023000,33.810001373291016
2012-12-17,34.5,33.75,33.77000045776367,34.400001525878906,824900,34.400001525878906
2012-12-18,35.06999969482422,34.2599983215332,34.2599983215332,34.59000015258789,1553900,34.59000015258789
2012-12-19,35.2599983215332,34.52000045776367,34.75,34.61000061035156,1298800,34.61000061035156
2012-12-20,34.790000915527344,34.04999923706055,34.5099983215332,34.43000030517578,921200,34.43000030517578
2012-12-21,34.16999816894531,33.58000183105469,33.939998626708984,34.0,1492400,34.0
2012-12-24,34.349998474121094,33.54999923706055,33.63999938964844,34.279998779296875,375800,34.279998779296875
2012-12-26,34.5,33.5,33.959999084472656,33.59000015258789,601400,33.59000015258789
2012-12-27,33.90999984741211,33.0,33.5,33.689998626708984,561100,33.689998626708984
2012-12-28,33.650001525878906,33.02000045776367,33.380001068115234,33.220001220703125,414100,33.220001220703125
2012-12-31,33.970001220703125,33.0,33.0,33.869998931884766,594900,33.869998931884766
2013-01-02,35.45000076293945,34.709999084472656,35.0,35.36000061035156,1194800,35.36000061035156
2013-01-03,35.45000076293945,34.75,35.18000030517578,34.77000045776367,742000,34.77000045776367
2013-01-04,34.79999923706055,33.91999816894531,34.79999923706055,34.400001525878906,674000,34.400001525878906
2013-01-07,34.79999923706055,33.900001525878906,34.79999923706055,34.34000015258789,442000,34.34000015258789
2013-01-08,34.5,33.11000061035156,34.5,33.68000030517578,1284000,33.68000030517578
2013-01-09,34.189998626708984,33.400001525878906,34.0099983215332,33.63999938964844,698000,33.63999938964844
2013-01-10,33.9900016784668,33.380001068115234,33.869998931884766,33.529998779296875,922500,33.529998779296875
2013-01-11,34.040000915527344,32.11000061035156,34.040000915527344,32.90999984741211,1563200,32.90999984741211
2013-01-14,33.380001068115234,32.849998474121094,33.08000183105469,33.2599983215332,925100,33.2599983215332
2013-01-15,34.25,33.08000183105469,33.11000061035156,33.900001525878906,1624200,33.900001525878906
2013-01-16,34.22999954223633,33.72999954223633,33.849998474121094,34.099998474121094,1378200,34.099998474121094
2013-01-17,34.849998474121094,33.91999816894531,34.15999984741211,34.380001068115234,1436700,34.380001068115234
2013-01-18,34.779998779296875,33.81999969482422,34.7400016784668,34.52000045776367,3555100,34.52000045776367
2013-01-22,35.54999923706055,34.2599983215332,34.560001373291016,35.189998626708984,1920200,35.189998626708984
2013-01-23,36.2400016784668,34.959999084472656,35.02000045776367,36.0,1564300,36.0
2013-01-24,37.720001220703125,35.84000015258789,36.0,36.9900016784668,1970400,36.9900016784668
2013-01-25,37.540000915527344,36.79999923706055,37.0,36.97999954223633,1287800,36.97999954223633
2013-01-28,38.709999084472656,36.86000061035156,36.86000061035156,38.029998779296875,1986000,38.029998779296875
2013-01-29,38.439998626708984,37.130001068115234,38.099998474121094,37.95000076293945,1426600,37.95000076293945
2013-01-30,38.0,37.43000030517578,37.849998474121094,37.52000045776367,968100,37.52000045776367
2013-01-31,37.869998931884766,36.93000030517578,37.869998931884766,37.5099983215332,901400,37.5099983215332
2013-02-01,38.5,37.619998931884766,38.16999816894531,38.29999923706055,1100600,38.29999923706055
2013-02-04,38.41999816894531,37.59000015258789,38.400001525878906,37.7400016784668,1128000,37.7400016784668
2013-02-05,38.650001525878906,37.68000030517578,38.0,38.130001068115234,1310200,38.130001068115234
2013-02-06,39.38999938964844,37.900001525878906,38.18000030517578,39.16999816894531,1893200,39.16999816894531
2013-02-07,39.68000030517578,38.95000076293945,39.189998626708984,39.47999954223633,1196600,39.47999954223633
2013-02-08,40.0,39.13999938964844,39.45000076293945,39.2400016784668,1139800,39.2400016784668
2013-02-11,39.150001525878906,37.5,37.97999954223633,38.41999816894531,3266300,38.41999816894531
2013-02-12,38.869998931884766,37.290000915527344,38.45000076293945,37.88999938964844,2261300,37.88999938964844
2013-02-13,39.0,38.04999923706055,38.29999923706055,38.45000076293945,966800,38.45000076293945
2013-02-14,38.75,38.209999084472656,38.63999938964844,38.27000045776367,990700,38.27000045776367
2013-02-15,38.5099983215332,36.95000076293945,38.5,37.040000915527344,2017600,37.040000915527344
2013-02-19,39.290000915527344,37.310001373291016,37.36000061035156,39.279998779296875,2701400,39.279998779296875
2013-02-20,39.650001525878906,38.459999084472656,39.29999923706055,38.540000915527344,3122000,38.540000915527344
2013-02-21,37.38999938964844,34.540000915527344,36.4900016784668,35.15999984741211,9037800,35.15999984741211
2013-02-22,36.38999938964844,35.599998474121094,35.720001220703125,36.11000061035156,2547300,36.11000061035156
2013-02-25,36.75,34.34000015258789,36.150001525878906,34.380001068115234,2889400,34.380001068115234
2013-02-26,34.959999084472656,33.79999923706055,34.459999084472656,34.43000030517578,2762900,34.43000030517578
